#{"t_start": 1767038183.6290169, "env_id": "None"}
r,l,t
-233.525,194,7.802108
-74.354,189,10.923349
-37.635,170,13.50777
-50.939,182,16.111083
-78.443,229,19.160423
-110.825,167,21.29307
-178.708,169,23.486527
-31.703,185,25.94485
-34.483,168,28.080399
-101.573,177,30.251186
-41.846,186,32.536644
-69.804,178,78.037803
-163.974,180,80.433281
-95.133,173,82.496987
-31.449,209,85.075699
-71.485,150,87.074785
-59.778,179,89.274191
-133.164,187,91.697706
-78.442,195,94.098865
-94.699,186,96.55173
-80.689,161,98.484475
-85.812,200,100.894619
-119.918,183,146.57256
-103.502,185,148.947657
-191.628,200,151.639068
-91.34,163,153.78016
-49.449,193,156.1842
-87.536,202,158.860286
-56.079,212,161.423825
-57.063,196,163.793464
-59.392,173,165.927849
-69.979,153,167.860516
-33.359,168,169.997594
-49.09,218,215.764959
-31.381,174,218.024233
-55.777,169,220.266534
-62.985,207,222.745155
-157.545,197,225.329859
-58.421,165,227.477547
-124.132,197,229.907831
-59.378,190,232.386987
-90.237,212,235.072188
-43.281,159,237.09221
-83.819,211,239.895046
-125.79,173,285.273271
-78.336,153,287.222028
-123.563,195,289.758565
-102.687,190,292.159691
-96.604,193,294.381548
-62.524,190,296.822914
-58.565,206,299.411888
-69.849,177,301.832717
-145.302,179,304.1467
-76.424,195,306.659815
-78.309,182,309.021266
-82.912,183,355.057216
-61.191,158,357.361662
-77.814,178,359.81116
-52.276,159,362.232494
-97.407,207,365.080578
-168.707,209,367.824704
-62.961,191,370.244802
-34.166,201,372.826527
-68.181,204,375.601078
-98.115,174,377.963258
-81.411,164,380.143057
-103.397,245,426.859673
-122.267,185,429.492569
-76.782,200,432.232504
-59.762,193,434.794939
-39.121,177,437.131662
-77.322,183,439.545432
-92.138,178,441.839438
-32.357,171,443.99519
-84.041,196,446.292478
-77.437,224,449.12326
-55.868,161,451.191064
-67.718,178,497.29338
-61.763,215,500.581365
-86.507,208,503.834674
-14.527,182,506.286564
-101.814,199,508.742901
-171.414,213,511.302038
-57.501,165,513.486469
-32.771,183,515.831725
-67.607,184,518.101123
-59.469,180,520.464167
-69.54,179,565.807974
-42.131,195,568.573904
-96.592,200,571.596459
-62.283,189,574.287265
-178.069,180,577.020204
-41.59,219,579.989562
-85.555,200,582.639353
-65.76,156,584.634405
-85.173,228,587.652634
-73.034,183,589.940776
-67.601,207,592.629713
-46.87,180,637.736071
-114.89,207,640.867259
-33.574,196,643.629577
-131.984,190,646.159934
-96.157,173,648.612336
-94.058,224,651.695081
-78.296,196,654.239897
-113.005,193,656.702383
-142.83,205,659.452908
-57.463,187,661.91209
-44.588,210,707.124918
-33.001,187,709.706083
-98.932,224,712.81815
-17.031,157,714.941339
-50.149,183,717.325054
-48.016,179,719.777526
-81.309,166,721.916349
-84.394,198,724.564523
-134.882,184,727.082758
-74.961,210,729.707123
-112.412,185,732.071334
-64.454,220,777.471436
-86.6,176,779.92932
-135.826,183,782.638962
-125.978,183,785.211044
-50.331,216,788.062427
-77.351,206,790.929435
-89.968,214,793.919492
-90.104,184,796.415994
-55.141,205,799.082515
-60.274,181,801.314679
-66.224,207,804.148567
-100.361,207,849.411438
-60.038,203,852.301991
-75.994,195,855.115666
-59.411,191,857.432374
-65.384,174,859.699371
-119.841,195,862.224799
-55.416,185,864.815414
-209.352,212,867.673421
-63.613,181,870.113852
-31.795,182,872.455578
-23.925,184,917.207098
-77.918,207,920.006298
-24.393,215,923.174033
-51.476,170,925.411247
-98.788,204,927.987382
-92.424,183,930.37024
-156.408,236,933.590397
-120.387,174,936.071785
-84.077,197,938.586407
-133.232,182,940.941089
-97.619,203,943.773212
-13.323,178,988.827579
-79.462,185,991.539139
-128.557,203,994.198277
-144.086,201,996.917128
-18.92,177,999.383685
-118.018,195,1002.048309
-55.731,198,1004.902977
-37.283,162,1007.127454
-167.788,209,1009.850165
-51.395,199,1012.213335
-90.724,181,1056.93258
-51.405,205,1059.694023
-42.473,209,1062.553765
-59.995,165,1064.849313
-86.767,177,1067.378415
-113.886,197,1070.116381
-112.954,196,1072.664408
-81.225,193,1075.448561
-24.299,192,1077.828159
-24.203,174,1080.049967
-61.157,191,1082.553413
-62.758,188,1127.669268
-139.578,217,1130.632259
-91.472,202,1133.28397
-61.762,192,1135.86292
-63.357,222,1138.769886
-104.737,215,1141.746054
-132.38,211,1144.537948
-30.475,173,1146.749679
-74.734,218,1149.658842
-116.988,186,1151.935055
-101.87,165,1196.733042
-49.821,179,1199.653014
-105.954,230,1203.006673
-116.66,202,1205.661853
-34.212,185,1208.237188
-92.534,204,1210.911401
-39.591,206,1213.779954
-34.127,185,1216.086978
-14.391,171,1218.24481
-131.422,218,1221.189436
-19.065,188,1223.462228
-123.92,215,1268.704412
-25.247,175,1271.040453
-30.921,163,1273.113272
-162.866,222,1276.104234
-80.944,258,1279.70969
-56.095,176,1281.968953
-101.557,191,1284.466701
-51.406,197,1287.127877
-148.528,202,1289.970351
-47.33,192,1292.525076
-39.158,167,1337.559004
-112.397,214,1340.69688
-84.5,161,1342.923156
-24.204,216,1345.692692
-91.954,199,1348.426548
-110.329,215,1351.284139
-41.677,204,1353.899118
-74.442,196,1356.454153
-12.052,165,1358.690849
-20.471,180,1361.091953
-26.827,185,1363.42027
-118.587,202,1408.676093
-61.329,233,1411.837154
-78.134,173,1414.426624
-93.49,209,1417.407149
-53.423,167,1419.672531
-63.325,214,1422.427788
-38.146,170,1424.692111
-69.393,205,1427.456496
-100.148,170,1429.714209
-63.109,218,1432.504755
-128.178,196,1477.402116
-121.818,255,1480.599624
-132.484,227,1484.032382
-40.563,211,1486.840572
-43.142,160,1488.920551
-94.587,210,1491.686214
-68.334,188,1494.341099
-92.153,195,1496.989514
-70.728,198,1499.6046
-87.768,199,1502.379024
-66.942,185,1547.265013
-99.002,224,1550.286291
-79.26,168,1552.722907
-28.181,180,1555.372512
-61.702,203,1558.061785
-160.16,208,1560.841745
-25.346,185,1563.215427
-86.192,185,1565.584797
-45.585,194,1568.18708
-103.008,200,1570.732655
-71.047,195,1573.162928
-25.975,189,1618.722608
-25.027,151,1620.969206
-68.169,170,1623.212006
-54.571,189,1625.801428
-115.76,225,1628.805775
-30.47,224,1632.004507
-89.442,216,1634.881679
-48.848,204,1637.720292
-108.549,247,1640.759806
-96.929,184,1643.129353
-25.338,175,1688.119662
-53.174,197,1690.796102
-131.159,196,1693.519161
-91.917,200,1696.078635
-57.698,166,1698.35577
-59.965,208,1701.107019
-32.965,176,1703.282836
-12.152,171,1705.603188
-67.476,182,1708.038843
-47.978,164,1710.244892
-129.863,199,1712.748278
-55.171,195,1758.072809
-7.883,164,1760.317416
