#{"t_start": 1765546472.3038669, "env_id": "None"}
r,l,t
0.0,68,6.071138
0.0,78,9.144474
0.0,65,11.205339
1.0,73,13.098824
1.0,82,14.969413
0.0,74,16.756718
0.0,68,18.470288
0.0,77,20.425317
0.0,76,22.316812
0.0,66,24.051079
0.0,74,25.933359
1.0,69,27.505661
0.0,82,29.426935
0.0,60,30.827652
1.0,79,32.797684
0.0,80,34.840049
0.0,80,36.643894
0.0,79,38.460152
0.0,79,40.314089
1.0,92,42.480541
0.0,74,44.32487
1.0,65,45.873127
0.0,74,47.67449
0.0,78,49.720102
0.0,88,51.795939
0.0,82,53.908117
0.0,80,55.823546
0.0,72,89.436173
0.0,80,91.398344
0.0,79,93.380027
1.0,72,95.315779
1.0,81,97.252453
0.0,72,98.942348
1.0,81,100.845061
0.0,72,102.573403
1.0,78,104.239405
1.0,75,106.088392
1.0,69,107.900635
1.0,70,109.529419
0.0,75,111.365577
1.0,76,113.187262
1.0,73,115.014801
1.0,80,116.96154
0.0,69,118.512427
0.0,66,120.148954
1.0,66,121.765093
1.0,67,123.509368
0.0,61,124.975337
1.0,69,126.670172
0.0,63,128.434192
0.0,81,130.454296
1.0,77,132.361067
0.0,72,134.113716
1.0,61,135.599536
0.0,67,137.161893
0.0,68,170.262545
0.0,78,172.262158
1.0,70,173.799993
1.0,75,175.670606
1.0,72,177.420725
0.0,71,179.137461
0.0,71,180.914255
0.0,67,182.48345
0.0,67,184.077337
1.0,67,185.638794
1.0,58,187.234919
1.0,76,188.959188
0.0,71,190.763447
0.0,67,192.321658
0.0,89,194.500605
1.0,73,196.447355
0.0,76,198.258966
0.0,62,199.752589
1.0,68,201.299482
0.0,73,203.070441
1.0,64,204.617289
0.0,72,206.398171
0.0,72,208.178734
0.0,69,210.059709
0.0,62,211.59726
0.0,70,213.323953
1.0,84,215.435581
0.0,60,216.95538
1.0,77,218.713086
