#{"t_start": 1765546471.5195422, "env_id": "None"}
r,l,t
0.0,80,7.620679
0.0,67,10.010972
0.0,72,12.220469
0.0,66,13.91572
0.0,81,15.811431
0.0,68,17.388845
0.0,59,18.826528
0.0,64,20.384046
1.0,62,22.025894
0.0,74,23.87235
0.0,74,25.834854
0.0,81,27.831048
0.0,67,29.284791
0.0,78,31.09278
1.0,74,32.97779
0.0,64,34.50562
1.0,78,36.351042
0.0,75,38.049114
0.0,77,39.879985
0.0,66,41.504888
0.0,79,43.414524
1.0,90,45.62306
0.0,78,47.554166
0.0,62,49.048141
1.0,77,51.06351
1.0,81,52.956646
0.0,78,54.910206
0.0,81,88.721823
0.0,79,90.676041
1.0,76,92.647781
0.0,76,94.486406
1.0,75,96.388215
1.0,67,98.043871
0.0,66,99.58369
0.0,82,101.534059
1.0,70,103.184437
0.0,76,104.858221
0.0,72,106.639484
1.0,88,108.835007
1.0,70,110.46582
1.0,72,112.22184
1.0,66,113.832396
0.0,78,115.777539
0.0,89,117.945566
1.0,63,119.34349
1.0,72,121.133439
1.0,68,122.779755
0.0,88,125.019281
0.0,67,126.61043
1.0,80,128.768
0.0,67,130.446088
1.0,62,132.08061
1.0,71,133.762131
0.0,63,135.313043
0.0,75,137.127112
0.0,81,170.512986
1.0,71,172.296542
1.0,68,173.891446
0.0,78,175.739878
0.0,66,177.495062
0.0,69,179.093055
0.0,78,181.070348
0.0,82,182.962863
1.0,84,184.913883
0.0,69,186.601611
0.0,77,188.536574
0.0,65,190.120455
0.0,73,191.913148
1.0,56,193.196473
1.0,72,194.915037
1.0,99,197.477588
1.0,66,199.155161
0.0,77,200.902845
0.0,63,202.358925
0.0,73,204.160696
0.0,63,205.691571
0.0,72,207.463668
0.0,81,209.590847
0.0,81,211.654133
1.0,77,213.49407
0.0,78,215.466753
0.0,83,217.609056
0.0,84,219.537915
