#{"t_start": 1765546472.10183, "env_id": "None"}
r,l,t
1.0,75,6.92429
0.0,67,9.10829
1.0,77,11.644186
1.0,68,13.366565
0.0,80,15.274696
1.0,68,16.842122
1.0,70,18.57023
0.0,74,20.451707
1.0,89,22.641878
0.0,79,24.820658
1.0,80,26.726792
0.0,71,28.35095
0.0,84,30.231574
0.0,88,32.454551
0.0,70,34.154039
0.0,78,36.040556
1.0,95,38.171654
0.0,71,39.905089
0.0,68,41.516923
0.0,77,43.399109
0.0,75,45.252096
0.0,63,46.789366
0.0,69,48.429253
0.0,78,50.49884
0.0,66,52.041085
0.0,73,53.843921
1.0,73,55.657947
0.0,76,89.32497
0.0,79,91.237198
0.0,65,92.975013
0.0,82,95.074382
1.0,84,97.100874
1.0,75,98.882382
0.0,69,100.524328
0.0,67,102.097782
0.0,78,103.898602
1.0,71,105.487564
0.0,73,107.384476
1.0,74,109.099335
0.0,76,110.955138
1.0,69,112.686359
0.0,78,114.622813
1.0,68,116.279859
1.0,58,117.705456
0.0,68,119.173781
1.0,81,121.18438
0.0,68,122.994017
0.0,69,124.720315
0.0,70,126.247479
0.0,82,128.504141
1.0,70,130.28254
0.0,75,132.21053
1.0,83,134.229478
0.0,59,135.616006
0.0,75,137.468759
1.0,75,170.694053
1.0,78,172.663305
0.0,77,174.482229
1.0,61,175.909206
1.0,70,177.625301
1.0,69,179.302935
1.0,72,181.108783
0.0,72,182.779862
0.0,60,184.195607
0.0,70,185.86786
0.0,66,187.597227
1.0,74,189.366889
1.0,83,191.411681
0.0,80,193.258087
0.0,73,195.133788
0.0,59,196.672575
0.0,67,198.212351
1.0,62,199.704971
0.0,75,201.449975
0.0,71,203.121574
1.0,78,205.104248
1.0,82,207.070516
0.0,66,208.802581
1.0,67,210.576878
1.0,77,212.463193
0.0,70,214.242542
0.0,78,216.193865
0.0,80,218.107863
