#{"t_start": 1765546472.2033813, "env_id": "None"}
r,l,t
0.0,66,5.974383
1.0,83,9.44063
1.0,77,11.700182
0.0,64,13.324161
0.0,66,14.795226
0.0,79,16.766593
0.0,72,18.510228
0.0,83,20.67333
1.0,75,22.489138
0.0,64,24.234951
1.0,74,26.094423
1.0,79,27.887592
1.0,63,29.376389
0.0,68,30.991871
0.0,75,32.813092
0.0,69,34.595486
0.0,79,36.387576
0.0,81,38.273011
0.0,77,40.077376
1.0,61,41.465929
0.0,62,43.008727
0.0,84,45.088839
0.0,85,47.133881
0.0,65,48.790225
0.0,82,50.88253
0.0,70,52.533247
0.0,80,54.577667
0.0,75,88.172932
1.0,69,89.857448
1.0,70,91.602648
0.0,72,93.383881
0.0,59,94.994378
0.0,67,96.589541
1.0,89,98.703689
0.0,68,100.331491
0.0,78,102.163297
0.0,78,103.94614
1.0,78,105.721396
1.0,74,107.645056
1.0,76,109.450764
0.0,78,111.347175
0.0,77,113.206137
1.0,76,115.111288
0.0,86,117.236706
1.0,67,118.700807
0.0,60,120.192776
0.0,69,121.90663
1.0,82,123.960268
1.0,86,125.995978
0.0,70,127.96468
1.0,84,130.077231
0.0,72,131.863328
1.0,71,133.642704
0.0,87,135.729604
0.0,67,137.376271
1.0,76,170.631123
0.0,81,172.633342
0.0,71,174.265504
0.0,80,176.266646
0.0,74,178.072049
1.0,82,180.100641
0.0,75,181.936301
0.0,83,183.811119
0.0,67,185.380881
1.0,83,187.540829
0.0,70,189.18556
0.0,73,191.06373
0.0,84,192.955494
0.0,70,194.752821
1.0,70,196.56702
0.0,75,198.352607
0.0,85,200.329896
0.0,80,202.146196
1.0,66,203.872277
0.0,76,205.738036
0.0,75,207.584665
1.0,70,209.415161
1.0,61,211.016336
0.0,70,212.672542
0.0,71,214.502935
1.0,87,216.652803
0.0,71,218.329165
