#{"t_start": 1765546472.2310214, "env_id": "None"}
r,l,t
0.0,69,6.243078
1.0,59,8.15579
1.0,69,10.782667
0.0,83,13.073245
0.0,66,14.559407
0.0,68,16.225281
0.0,79,18.119056
0.0,79,20.066116
0.0,68,21.816532
1.0,85,24.021639
0.0,81,26.122322
1.0,63,27.568
1.0,72,29.251359
0.0,76,31.120014
0.0,76,32.897569
1.0,75,34.822088
1.0,82,36.656
0.0,79,38.497936
0.0,69,40.13794
1.0,70,41.815797
0.0,65,43.461651
0.0,73,45.158153
1.0,76,47.027468
0.0,83,49.083722
0.0,65,50.783062
0.0,66,52.288903
0.0,76,54.199729
0.0,76,56.032313
1.0,92,90.148299
0.0,83,92.265625
1.0,75,94.15887
0.0,67,95.813255
1.0,76,97.6722
0.0,82,99.599768
1.0,86,101.644017
0.0,65,103.217245
0.0,71,104.652429
1.0,68,106.450386
0.0,81,108.45709
0.0,74,110.178724
1.0,62,111.664437
0.0,74,113.53278
1.0,75,115.450692
0.0,78,117.3019
0.0,72,118.873516
0.0,73,120.711945
0.0,68,122.416299
0.0,75,124.26865
0.0,66,125.864847
0.0,70,127.728789
1.0,75,129.639287
0.0,65,131.273763
0.0,78,133.199074
0.0,68,134.848364
0.0,73,136.579204
0.0,74,169.860682
0.0,81,171.84252
0.0,72,173.562376
0.0,77,175.368321
0.0,78,177.335936
1.0,74,179.143213
1.0,62,180.703805
0.0,75,182.436883
0.0,73,184.175256
1.0,76,185.995089
1.0,74,187.928098
0.0,71,189.583506
0.0,70,191.328379
0.0,77,193.093836
1.0,63,194.689626
1.0,74,196.605106
1.0,75,198.477533
1.0,83,200.342827
0.0,77,202.076388
1.0,63,203.740743
0.0,59,205.24009
0.0,66,206.767718
1.0,78,208.74773
1.0,82,210.927619
0.0,72,212.661417
0.0,72,214.508325
0.0,78,216.44135
1.0,67,218.063749
