#{"t_start": 1765546471.799031, "env_id": "None"}
r,l,t
0.0,63,6.069147
1.0,71,8.807549
1.0,71,11.437298
0.0,62,13.065086
0.0,77,14.934378
0.0,88,17.072759
0.0,72,18.860518
0.0,86,21.072681
0.0,68,22.731347
0.0,81,24.923757
0.0,77,26.828645
0.0,70,28.389704
0.0,65,29.90764
1.0,65,31.499441
1.0,70,33.154358
0.0,75,35.089632
0.0,82,36.931368
0.0,78,38.753452
0.0,70,40.377952
1.0,76,42.236281
1.0,66,43.799064
0.0,66,45.464094
1.0,73,47.225034
0.0,67,48.93271
0.0,64,50.522537
1.0,72,52.197083
1.0,83,54.299336
0.0,70,56.002346
0.0,95,90.169687
1.0,70,91.871036
1.0,67,93.578443
1.0,87,95.853228
0.0,58,97.269732
0.0,88,99.352646
1.0,73,101.089084
1.0,86,103.091799
0.0,75,104.704026
0.0,79,106.641817
0.0,65,108.340789
1.0,68,109.921918
0.0,69,111.598987
0.0,64,113.210414
1.0,77,115.070159
0.0,71,116.808927
0.0,74,118.532197
0.0,91,120.702935
0.0,59,122.130007
1.0,85,124.31338
0.0,81,126.282735
0.0,73,128.204978
0.0,69,129.976973
0.0,69,131.744461
1.0,72,133.498704
0.0,58,134.930639
0.0,77,136.782333
0.0,71,169.941237
1.0,64,171.535815
0.0,77,173.361597
0.0,64,174.968208
0.0,79,176.883926
1.0,82,178.842086
1.0,71,180.590295
0.0,66,182.227798
0.0,75,183.958585
0.0,68,185.497316
1.0,81,187.614224
1.0,76,189.380254
0.0,68,190.984961
1.0,76,192.874266
0.0,73,194.618988
0.0,76,196.592446
0.0,71,198.27052
0.0,77,200.178456
0.0,62,201.624147
0.0,71,203.253617
1.0,64,204.896738
1.0,79,206.826294
1.0,80,208.79796
1.0,75,210.868166
0.0,72,212.553689
0.0,66,214.255239
0.0,67,215.96594
0.0,70,217.750277
1.0,80,219.551892
