#{"t_start": 1765546471.6990218, "env_id": "None"}
r,l,t
0.0,86,7.700443
1.0,75,10.497065
1.0,66,12.289346
0.0,70,13.997829
1.0,78,15.868667
0.0,76,17.638856
0.0,72,19.497152
0.0,76,21.411077
0.0,66,22.989962
1.0,67,24.871694
1.0,87,26.975734
0.0,68,28.536437
1.0,70,30.16878
0.0,68,31.863203
0.0,74,33.599256
0.0,76,35.514205
1.0,77,37.25825
0.0,79,39.114565
0.0,84,41.055385
0.0,75,42.823781
0.0,84,44.92216
0.0,72,46.610039
0.0,87,48.753243
0.0,64,50.523085
1.0,73,52.177624
1.0,71,53.871272
0.0,72,55.762139
1.0,72,89.265381
0.0,65,90.904129
0.0,72,92.785087
0.0,79,94.82179
0.0,75,96.685889
1.0,68,98.255402
0.0,67,99.900311
0.0,73,101.553354
0.0,70,103.289598
0.0,79,104.951602
0.0,73,106.746831
0.0,79,108.796023
0.0,63,110.250305
1.0,78,112.119145
0.0,74,113.923732
0.0,74,115.805254
0.0,71,117.516684
0.0,79,119.28119
0.0,74,121.168731
0.0,79,123.116009
0.0,77,125.040405
1.0,72,126.701447
1.0,74,128.736848
0.0,72,130.597659
1.0,66,132.24494
1.0,77,134.19376
0.0,76,135.934564
0.0,76,137.789302
0.0,65,170.820264
1.0,75,172.663038
0.0,73,174.343243
1.0,76,176.199019
0.0,66,177.887061
1.0,79,179.812911
0.0,68,181.472551
1.0,69,183.096297
1.0,64,184.598416
0.0,74,186.413085
0.0,73,188.264007
0.0,67,189.883334
1.0,59,191.2655
0.0,68,192.903484
0.0,88,195.061774
0.0,89,197.320133
0.0,76,199.215726
1.0,73,200.898951
1.0,67,202.395355
1.0,72,204.248189
0.0,70,205.99034
0.0,75,207.75715
1.0,78,209.848304
0.0,82,211.869206
1.0,78,213.833685
0.0,71,215.631319
0.0,58,217.107496
1.0,76,218.871072
