#{"t_start": 1765540955.7025669, "env_id": "None"}
r,l,t
1.0,75,1.8523
0.0,75,2.3577
1.0,67,2.811186
0.0,81,3.344899
0.0,76,3.899074
0.0,74,4.407514
0.0,78,4.948411
1.0,89,5.550896
0.0,87,6.14683
1.0,86,6.726372
1.0,79,7.255645
1.0,83,7.799845
0.0,74,8.307522
0.0,86,8.896506
0.0,69,9.408538
0.0,79,9.966397
1.0,81,10.528901
1.0,82,11.076316
0.0,81,11.652232
0.0,84,12.250203
0.0,82,12.774664
0.0,77,13.271018
0.0,78,13.768292
1.0,65,14.187309
0.0,71,14.693256
0.0,83,15.276778
0.0,77,61.551369
0.0,84,67.14959
1.0,70,69.023738
1.0,73,70.851984
1.0,79,72.715047
0.0,80,74.592452
0.0,81,76.501065
1.0,78,78.272505
0.0,82,80.21467
1.0,72,81.839692
0.0,71,83.466431
0.0,67,85.130879
0.0,68,86.788849
1.0,76,88.701447
0.0,88,90.877282
0.0,77,92.598491
0.0,59,94.124455
1.0,73,95.900426
1.0,80,97.727013
0.0,77,99.634151
0.0,78,101.664048
1.0,81,103.539197
0.0,73,105.36857
0.0,79,107.458593
0.0,74,109.380069
0.0,65,111.133637
0.0,78,113.049304
1.0,87,154.066672
1.0,73,156.309772
0.0,82,158.998908
0.0,86,161.377136
0.0,68,163.097713
0.0,75,165.111593
0.0,80,167.314816
0.0,91,169.840172
0.0,73,171.932153
1.0,72,173.835131
1.0,76,175.896058
0.0,66,177.844188
0.0,79,180.005752
0.0,70,181.749665
1.0,91,184.149024
0.0,73,186.097248
0.0,74,187.962188
0.0,83,190.132
1.0,79,192.220424
0.0,76,194.244715
0.0,77,196.281344
0.0,71,198.294072
0.0,66,200.08789
0.0,83,202.33628
0.0,75,204.485099
0.0,77,206.565302
1.0,73,246.678678
0.0,74,249.073692
1.0,73,251.3317
1.0,76,253.59688
0.0,70,255.612016
0.0,69,257.517381
0.0,62,259.336237
0.0,67,261.080563
0.0,65,262.740477
1.0,83,265.108155
0.0,76,267.040609
0.0,73,269.321295
1.0,83,271.709687
0.0,69,273.636155
0.0,75,275.861515
1.0,69,277.713256
0.0,73,279.542104
1.0,75,281.753325
0.0,67,283.6167
1.0,79,285.955809
0.0,67,287.796509
1.0,71,289.665385
1.0,76,292.032745
0.0,76,294.007825
1.0,69,295.95161
0.0,77,298.015726
0.0,59,299.613519
0.0,65,301.540573
0.0,70,303.504264
0.0,74,343.004174
0.0,70,345.632488
0.0,66,347.579016
0.0,72,349.494143
1.0,69,351.403125
1.0,64,353.065141
0.0,62,354.985056
1.0,84,357.545315
0.0,66,359.432292
0.0,66,361.299099
0.0,76,363.761442
0.0,72,365.846132
0.0,77,367.693974
0.0,71,369.720063
0.0,67,371.504479
0.0,73,373.686413
0.0,58,375.139344
0.0,66,376.863932
1.0,79,379.174017
0.0,84,381.564205
0.0,77,383.825983
0.0,66,385.657878
1.0,77,387.921891
1.0,69,389.991064
1.0,62,391.682934
0.0,70,393.572469
1.0,75,395.629508
1.0,73,397.656667
0.0,55,399.199339
