#{"t_start": 1765540955.5155644, "env_id": "None"}
r,l,t
0.0,94,2.170338
1.0,78,2.709343
1.0,83,3.258115
0.0,74,3.775719
1.0,67,4.255128
0.0,71,4.735908
0.0,83,5.308952
0.0,73,5.799953
0.0,82,6.360354
0.0,68,6.802745
0.0,86,7.391073
0.0,78,7.893194
1.0,73,8.398115
0.0,77,8.905409
1.0,82,9.506359
0.0,87,10.14137
0.0,80,10.696394
0.0,86,11.269406
1.0,77,11.817617
0.0,86,12.426701
1.0,81,12.94766
0.0,61,13.334081
0.0,80,13.839769
0.0,80,14.368315
0.0,80,14.930817
1.0,69,15.423733
0.0,66,60.274156
0.0,70,66.501042
0.0,79,68.664674
1.0,85,70.782095
1.0,74,72.538628
0.0,80,74.351941
1.0,83,76.353154
1.0,79,78.150334
0.0,81,80.070674
1.0,75,81.817088
0.0,83,83.693014
0.0,84,85.796358
0.0,74,87.663427
1.0,65,89.243812
0.0,80,91.229986
1.0,83,93.137978
0.0,70,94.907339
1.0,81,96.736471
1.0,75,98.606125
1.0,75,100.490906
0.0,87,102.659103
0.0,72,104.326158
0.0,73,106.312123
0.0,83,108.407301
0.0,81,110.582229
1.0,67,112.225299
0.0,73,152.053004
0.0,95,155.490144
0.0,77,158.158952
1.0,59,159.798265
0.0,80,161.969317
1.0,67,163.640923
1.0,72,165.580578
0.0,64,167.372363
0.0,77,169.591068
1.0,74,171.75058
0.0,65,173.276467
0.0,64,175.006293
0.0,75,177.083244
0.0,71,179.080556
0.0,72,181.110697
0.0,75,182.959097
0.0,67,184.770404
0.0,72,186.622095
0.0,75,188.60337
0.0,68,190.398749
1.0,81,192.488154
0.0,76,194.536863
1.0,91,196.959078
1.0,79,199.12621
0.0,70,201.006902
0.0,76,203.19642
0.0,76,205.312452
1.0,79,207.443587
0.0,79,248.058138
0.0,71,250.102444
0.0,62,252.090537
0.0,70,254.153913
1.0,74,256.319453
0.0,57,257.891382
1.0,80,260.136636
1.0,81,262.229971
0.0,72,264.134491
0.0,76,266.225145
0.0,80,268.477046
0.0,73,270.684801
0.0,71,272.646753
0.0,69,274.634518
0.0,61,276.373931
1.0,92,278.756259
1.0,68,280.568098
0.0,84,282.958198
0.0,74,285.191678
0.0,67,287.066013
1.0,72,289.046587
0.0,70,291.107694
0.0,62,292.775534
0.0,77,294.852153
0.0,64,296.718426
0.0,76,298.769557
1.0,82,300.82706
0.0,71,302.972702
1.0,67,342.172325
0.0,73,345.001649
0.0,65,346.984495
0.0,71,348.987373
1.0,71,350.955259
0.0,64,352.581908
1.0,67,354.609061
0.0,80,357.027281
0.0,65,358.883593
1.0,82,361.239751
1.0,70,363.428417
1.0,73,365.474558
1.0,74,367.450029
0.0,72,369.516304
0.0,68,371.207262
0.0,76,373.527431
1.0,80,375.625725
1.0,72,377.579861
0.0,74,379.714023
0.0,80,382.0318
0.0,68,383.965225
0.0,88,386.499487
0.0,65,388.414541
1.0,67,390.332692
0.0,65,392.149748
0.0,76,394.257237
0.0,73,396.176796
0.0,80,398.511074
