#{"t_start": 1765546472.022891, "env_id": "None"}
r,l,t
0.0,67,6.243511
0.0,75,9.097423
0.0,66,11.286753
1.0,78,13.429929
1.0,63,14.829296
0.0,78,16.733979
1.0,72,18.511475
0.0,80,20.489973
1.0,69,22.212329
0.0,76,24.168405
1.0,78,26.223854
0.0,68,27.797716
0.0,79,29.650687
0.0,61,31.021438
0.0,68,32.749806
0.0,72,34.558767
0.0,67,36.112489
0.0,80,37.885276
0.0,78,39.724084
0.0,73,41.458646
0.0,68,43.140182
1.0,72,44.907147
1.0,66,46.477017
0.0,66,48.133617
0.0,77,50.12091
0.0,75,51.8919
1.0,90,54.16558
0.0,79,56.096966
1.0,69,89.631726
0.0,73,91.364845
0.0,60,93.006295
0.0,63,94.701663
0.0,73,96.459786
0.0,82,98.35738
1.0,75,100.104652
0.0,80,102.029134
0.0,72,103.687415
1.0,72,105.255852
0.0,74,107.153819
0.0,63,108.735473
0.0,77,110.575861
0.0,85,112.562548
1.0,80,114.645586
0.0,72,116.371308
1.0,80,118.262707
0.0,76,120.109832
1.0,85,122.135724
0.0,68,123.894434
1.0,71,125.594597
0.0,83,127.692617
0.0,67,129.498666
0.0,92,131.807717
1.0,71,133.551256
0.0,81,135.429327
0.0,75,137.31399
1.0,79,170.677006
0.0,80,172.693799
1.0,81,174.62671
0.0,81,176.563215
0.0,69,178.252539
0.0,72,179.934038
0.0,79,181.967269
1.0,77,183.744774
0.0,73,185.402236
0.0,68,187.205727
0.0,71,188.835338
0.0,68,190.476034
1.0,73,192.304322
0.0,77,194.01156
0.0,84,196.29688
1.0,66,197.866578
0.0,66,199.520111
1.0,78,201.3227
1.0,71,202.975084
0.0,72,204.765787
1.0,68,206.491921
0.0,73,208.291708
0.0,69,210.125544
0.0,70,211.885741
0.0,62,213.428226
0.0,71,215.196336
0.0,81,217.245864
0.0,70,218.877527
