Wall time,Step,Value
1767786256.1071758,9863168,1.5044392347335815
1767786281.978622,9879552,1.300270915031433
1767786306.126391,9895936,2.008539915084839
1767786351.847563,9928704,1.6762213706970215
1767786374.5578072,9945088,1.1923346519470215
1767786397.344955,9961472,1.2433279752731323
1767786443.404707,9994240,0.9501853585243225
1767786466.3333602,10010624,0.6939811110496521
1767786489.3924139,10027008,0.6585854291915894
1767786533.467781,10059776,0.4385391175746918
1767786555.4029891,10076160,0.3219970166683197
1767786577.5787468,10092544,0.43465203046798706
1767786622.3195689,10125312,0.4197901487350464
1767786644.5293381,10141696,0.5619555711746216
1767786665.965117,10158080,0.4226002097129822
1767786710.31882,10190848,0.28007686138153076
1767786732.267004,10207232,0.27542179822921753
1767786754.432199,10223616,0.2556496560573578
1767786799.37461,10256384,0.2786045968532562
1767786821.626893,10272768,0.42053133249282837
1767786844.1248589,10289152,0.31249216198921204
1767786889.174505,10321920,0.313027948141098
1767786911.6516988,10338304,0.6796156764030457
1767786933.631218,10354688,0.5573444366455078
1767786980.39099,10387456,0.45930179953575134
1767787002.251734,10403840,0.5052605867385864
1767787024.987929,10420224,0.6052930951118469
1767787069.948262,10452992,0.4961661994457245
1767787092.060862,10469376,0.4533246159553528
1767787114.640401,10485760,0.5279781818389893
1767787159.248498,10518528,0.8883952498435974
1767787181.7688808,10534912,0.605472207069397
1767787203.963279,10551296,0.5686230659484863
1767787248.06466,10584064,0.6870025396347046
1767787269.936856,10600448,0.8631908297538757
1767787291.649895,10616832,1.1355679035186768
1767787335.959585,10649600,0.7555729746818542
1767787357.583638,10665984,0.49612167477607727
1767787380.223907,10682368,0.2947283685207367
1767787424.853397,10715136,0.37284567952156067
1767787447.676589,10731520,0.7197359800338745
1767787470.589014,10747904,0.5756247043609619
1767787517.078943,10780672,0.5663883090019226
1767787539.438936,10797056,0.25368329882621765
1767787561.443866,10813440,0.340501993894577
1767787606.2235332,10846208,0.20873276889324188
1767787628.6319702,10862592,0.5563192367553711
1767787651.184601,10878976,0.43045204877853394
1767787695.320682,10911744,0.25889816880226135
1767787717.187702,10928128,0.26225802302360535
1767787739.3907998,10944512,0.4002062976360321
1767787782.932992,10977280,1.2452192306518555
1767787804.587651,10993664,1.2874985933303833
1767787826.6115232,11010048,0.8962631821632385
1767787870.361598,11042816,0.383134663105011
1767787892.384853,11059200,0.2291135936975479
1767787914.654353,11075584,0.2641032934188843
1767787959.124189,11108352,0.27163925766944885
1767787982.121542,11124736,0.8383178114891052
1767788004.6003132,11141120,0.3932674527168274
1767788049.513443,11173888,0.357567697763443
1767788071.69288,11190272,0.48731040954589844
1767788093.758858,11206656,0.46226856112480164
1767788139.268211,11239424,0.31047871708869934
1767788161.407418,11255808,0.35084977746009827
1767788183.4367108,11272192,0.3149491548538208
1767788227.695565,11304960,0.7730891108512878
1767788249.479512,11321344,0.2109394073486328
1767788272.376108,11337728,0.36782145500183105
1767788316.324832,11370496,0.3146236836910248
1767788338.505276,11386880,0.25203078985214233
1767788360.7522528,11403264,0.22801919281482697
1767788404.735492,11436032,0.372028112411499
1767788427.076757,11452416,0.2207781821489334
1767788448.689366,11468800,0.22715061902999878
1767788493.4626691,11501568,0.4061516225337982
1767788515.66491,11517952,0.33064451813697815
1767788537.970918,11534336,0.469200998544693
1767788581.894351,11567104,0.4825516641139984
1767788604.53487,11583488,0.6095967888832092
1767788626.885277,11599872,0.34992584586143494
1767788671.921464,11632640,0.26844796538352966
1767788693.3573,11649024,0.27912479639053345
1767788715.6102028,11665408,0.3200138211250305
1767788759.9468842,11698176,0.5747530460357666
1767788782.0994718,11714560,0.5570033192634583
1767788804.263894,11730944,0.4906955361366272
1767788849.063307,11763712,0.23712201416492462
1767788871.190188,11780096,0.22100356221199036
1767788893.836849,11796480,0.2897637188434601
1767788938.4083579,11829248,0.42091289162635803
1767788960.9284701,11845632,0.23254086077213287
1767788982.507636,11862016,0.3978312611579895
1767789027.6084218,11894784,0.21641814708709717
1767789049.830962,11911168,0.6497540473937988
1767789071.932619,11927552,1.9502849578857422
1767789117.3853939,11960320,2.09169864654541
1767789139.837104,11976704,1.4040948152542114
1767789161.812844,11993088,0.5831220149993896
1767789206.424934,12025856,0.42574751377105713
1767789229.1773188,12042240,0.6968651413917542
1767789251.548146,12058624,0.5812969207763672
1767789295.8561,12091392,0.41230371594429016
1767789318.3223948,12107776,0.3961586654186249
1767789340.3451798,12124160,0.2965371608734131
1767789385.069888,12156928,0.18528993427753448
1767789406.824043,12173312,0.1442195326089859
1767789428.57314,12189696,0.2031545788049698
1767789472.924899,12222464,0.4114842414855957
1767789495.377708,12238848,0.18994739651679993
1767789517.221477,12255232,0.17951235175132751
1767789560.722501,12288000,0.289229154586792
1767789582.132598,12304384,0.4123215973377228
1767789603.7529652,12320768,0.14120034873485565
1767789647.428639,12353536,0.27502644062042236
1767789670.281418,12369920,0.19986583292484283
1767789692.23551,12386304,0.27002209424972534
1767789736.441931,12419072,0.1705286055803299
1767789757.9569652,12435456,0.19754073023796082
1767789779.72431,12451840,0.573278546333313
1767789822.820336,12484608,1.4936283826828003
1767789844.6342049,12500992,0.5031504034996033
1767789866.0540118,12517376,0.3461928069591522
1767789910.954248,12550144,0.29256924986839294
1767789933.020715,12566528,0.2809535562992096
1767789954.829654,12582912,0.247789204120636
1767789999.037513,12615680,0.4325842559337616
1767790021.086772,12632064,0.2349223494529724
1767790043.315934,12648448,0.27970004081726074
1767790087.699651,12681216,0.21806254982948303
1767790109.515716,12697600,0.26343101263046265
1767790131.702355,12713984,0.6955285668373108
1767790177.265166,12746752,0.2847919464111328
1767790199.17781,12763136,0.5213540196418762
1767790221.439739,12779520,0.2647589445114136
1767790265.8955772,12812288,0.3174864649772644
1767790287.5801651,12828672,0.5822864770889282
1767790309.0856378,12845056,0.5946179032325745
1767790352.674666,12877824,0.1596163511276245
1767790374.41728,12894208,0.23510180413722992
1767790396.4089222,12910592,0.2646649479866028
1767790440.276974,12943360,0.33383721113204956
1767790462.15554,12959744,0.28506213426589966
1767790483.3673759,12976128,0.26117977499961853
1767790526.217338,13008896,0.828362762928009
1767790547.782374,13025280,1.0144157409667969
1767790569.335541,13041664,0.5789876580238342
1767790613.542311,13074432,0.22861060500144958
1767790635.804737,13090816,0.4917086660861969
1767790657.006214,13107200,0.7282545566558838
1767790701.07425,13139968,0.2925676107406616
1767790722.85531,13156352,0.27208423614501953
1767790745.3451,13172736,0.1994141936302185
1767790788.876226,13205504,0.1860734224319458
1767790810.9958122,13221888,0.22488391399383545
1767790832.172132,13238272,0.19841983914375305
1767790875.666208,13271040,0.17413659393787384
1767790897.5060868,13287424,0.17841072380542755
1767790919.0831318,13303808,0.28400543332099915
1767790962.5359428,13336576,0.16600660979747772
1767790984.552771,13352960,0.24752917885780334
1767791005.635382,13369344,0.2559434771537781
1767791049.1547258,13402112,0.1584939956665039
1767791070.118906,13418496,0.18684104084968567
1767791091.7174342,13434880,0.17324210703372955
1767791136.120803,13467648,0.3270789682865143
1767791157.49787,13484032,0.2674926817417145
1767791179.468556,13500416,0.17232879996299744
1767791224.288586,13533184,0.1923723816871643
1767791246.239054,13549568,0.2991933822631836
1767791268.075223,13565952,0.21555140614509583
1767791312.5440981,13598720,0.2475232630968094
1767791335.384724,13615104,0.31806886196136475
1767791357.293623,13631488,0.25663602352142334
1767791402.259291,13664256,0.23603640496730804
1767791424.191015,13680640,0.21564948558807373
1767791446.1203232,13697024,0.15974511206150055
1767791489.963271,13729792,0.25964996218681335
1767791513.057573,13746176,0.5684050917625427
1767791536.050758,13762560,0.22338131070137024
1767791580.833323,13795328,0.2529616057872772
1767791603.706045,13811712,0.1679101437330246
1767791625.4178329,13828096,0.14608053863048553
1767791669.5301208,13860864,0.29261088371276855
1767791691.501879,13877248,0.14852415025234222
1767791713.771893,13893632,0.20473982393741608
1767791757.514403,13926400,0.16343910992145538
1767791779.459808,13942784,0.16867657005786896
1767791801.6301818,13959168,0.17997173964977264
1767791846.1179059,13991936,0.28550413250923157
1767791868.270787,14008320,0.204952672123909
1767791890.023015,14024704,0.19529540836811066
1767791934.372774,14057472,0.2264971286058426
1767791956.504118,14073856,0.19354911148548126
1767791978.8779242,14090240,0.2065574824810028
1767792022.296442,14123008,0.1355668157339096
1767792043.742228,14139392,0.16547003388404846
1767792064.946269,14155776,0.19422774016857147
1767792109.1000361,14188544,0.13941504061222076
1767792131.718966,14204928,0.1656426638364792
1767792154.0823371,14221312,0.18574780225753784
1767792197.903903,14254080,0.2341012954711914
1767792232.9183161,14270464,0.40240028500556946
