Wall time,Step,Value
1767786221.450335,9846784,-4.300580024719238
1767786256.10451,9863168,-2.923880100250244
1767786281.977899,9879552,-4.746689796447754
1767786306.1260118,9895936,-2.00885009765625
1767786329.595387,9912320,-3.5264599323272705
1767786351.846313,9928704,-1.1628799438476562
1767786374.557489,9945088,-0.7315599918365479
1767786397.34464,9961472,0.7184100151062012
1767786420.270128,9977856,1.13264000415802
1767786443.404341,9994240,1.6723599433898926
1767786466.333063,10010624,2.3718199729919434
1767786489.392083,10027008,3.193690061569214
1767786511.876161,10043392,2.958669900894165
1767786533.467128,10059776,3.5357799530029297
1767786555.402677,10076160,2.4406800270080566
1767786577.5784261,10092544,3.47052001953125
1767786600.0312908,10108928,4.142879962921143
1767786622.319262,10125312,2.936069965362549
1767786644.52899,10141696,3.915070056915283
1767786665.964787,10158080,3.441879987716675
1767786687.968313,10174464,5.101620197296143
1767786710.318475,10190848,4.94202995300293
1767786732.2666922,10207232,5.214300155639648
1767786754.430858,10223616,5.174039840698242
1767786776.7940018,10240000,4.67425012588501
1767786799.372993,10256384,4.172530174255371
1767786821.626574,10272768,5.4050798416137695
1767786844.12429,10289152,5.142409801483154
1767786866.83741,10305536,5.5816497802734375
1767786889.174169,10321920,4.871389865875244
1767786911.64963,10338304,5.410530090332031
1767786933.630902,10354688,5.562779903411865
1767786958.582803,10371072,5.431089878082275
1767786980.390673,10387456,5.3326802253723145
1767787002.251403,10403840,5.66471004486084
1767787024.987606,10420224,5.585209846496582
1767787048.038593,10436608,5.879630088806152
1767787069.94794,10452992,6.171070098876953
1767787092.060234,10469376,5.621719837188721
1767787114.640064,10485760,5.921259880065918
1767787137.066716,10502144,4.830249786376953
1767787159.248189,10518528,4.912509918212891
1767787181.76859,10534912,5.676849842071533
1767787203.957935,10551296,5.453470230102539
1767787225.466227,10567680,6.0599799156188965
1767787248.064341,10584064,6.396910190582275
1767787269.9365299,10600448,4.565730094909668
1767787291.6476731,10616832,5.7936201095581055
1767787313.9688,10633216,5.368430137634277
1767787335.9593,10649600,5.784359931945801
1767787357.583301,10665984,6.816810131072998
1767787380.223586,10682368,6.310080051422119
1767787402.236467,10698752,6.227449893951416
1767787424.853062,10715136,6.107840061187744
1767787447.676275,10731520,6.176199913024902
1767787470.588678,10747904,5.751490116119385
1767787493.644099,10764288,5.991919994354248
1767787517.0786371,10780672,7.159510135650635
1767787539.438421,10797056,6.452159881591797
1767787561.443501,10813440,6.2906999588012695
1767787583.88688,10829824,7.687280178070068
1767787606.223232,10846208,5.481080055236816
1767787628.6316621,10862592,6.391459941864014
1767787651.184216,10878976,7.571780204772949
1767787673.06516,10895360,7.513430118560791
1767787695.3203359,10911744,7.118040084838867
1767787717.1874108,10928128,7.012310028076172
1767787739.390448,10944512,1.5916099548339844
1767787761.245433,10960896,4.536099910736084
1767787782.932672,10977280,4.732120037078857
1767787804.587348,10993664,6.3984198570251465
1767787826.611191,11010048,7.1438798904418945
1767787848.25563,11026432,6.8422698974609375
1767787870.360885,11042816,7.837709903717041
1767787892.38452,11059200,7.623549938201904
1767787914.654028,11075584,7.353899955749512
1767787936.792616,11091968,7.424900054931641
1767787959.123878,11108352,6.494649887084961
1767787982.118588,11124736,6.98222017288208
1767788004.599953,11141120,6.993289947509766
1767788026.9306638,11157504,7.158390045166016
1767788049.513115,11173888,7.0215301513671875
1767788071.692582,11190272,6.854290008544922
1767788093.758477,11206656,7.385009765625
1767788117.184214,11223040,7.715400218963623
1767788139.267861,11239424,7.568940162658691
1767788161.407115,11255808,7.827960014343262
1767788183.436395,11272192,7.43625020980835
1767788205.794539,11288576,6.982190132141113
1767788227.6952279,11304960,7.898369789123535
1767788249.479198,11321344,7.732379913330078
1767788272.375784,11337728,7.707509994506836
1767788294.202141,11354112,7.688690185546875
1767788316.324492,11370496,8.084770202636719
1767788338.5048761,11386880,7.920929908752441
1767788360.7518988,11403264,8.474809646606445
1767788382.2936692,11419648,7.895309925079346
1767788404.7351549,11436032,8.32332992553711
1767788427.07643,11452416,8.362339973449707
1767788448.689017,11468800,8.64838981628418
1767788471.2211242,11485184,7.624390125274658
1767788493.462333,11501568,7.880579948425293
1767788515.6645539,11517952,7.541860103607178
1767788537.970592,11534336,6.122300148010254
1767788560.233719,11550720,7.35359001159668
1767788581.894033,11567104,7.057529926300049
1767788604.534511,11583488,7.686429977416992
1767788626.884947,11599872,7.387670040130615
1767788649.264549,11616256,7.830120086669922
1767788671.920408,11632640,7.7072601318359375
1767788693.356618,11649024,7.527200222015381
1767788715.6098838,11665408,7.565130233764648
1767788738.106295,11681792,6.6704301834106445
1767788759.9465432,11698176,6.897850036621094
1767788782.0977721,11714560,7.552159786224365
1767788804.263563,11730944,7.947859764099121
1767788826.453195,11747328,8.665559768676758
1767788849.0629709,11763712,8.04248046875
1767788871.189868,11780096,7.926519870758057
1767788893.8365529,11796480,7.883959770202637
1767788916.1316538,11812864,7.661210060119629
1767788938.408022,11829248,8.224260330200195
1767788960.9280992,11845632,7.599420070648193
1767788982.507266,11862016,7.562759876251221
1767789004.86229,11878400,8.5833101272583
1767789027.608059,11894784,7.340280055999756
1767789049.830644,11911168,5.113639831542969
1767789071.9323142,11927552,2.580549955368042
1767789094.749014,11943936,4.579549789428711
1767789117.379829,11960320,6.178929805755615
1767789139.8367848,11976704,8.425620079040527
1767789161.8125162,11993088,7.531129837036133
1767789184.475591,12009472,8.45779037475586
1767789206.424639,12025856,6.937610149383545
1767789229.176994,12042240,7.451250076293945
1767789251.547861,12058624,8.390029907226562
1767789273.625651,12075008,7.785679817199707
1767789295.855783,12091392,7.793389797210693
1767789318.32209,12107776,8.610650062561035
1767789340.343605,12124160,8.786660194396973
1767789362.981408,12140544,8.827329635620117
1767789385.069536,12156928,8.80996036529541
1767789406.823369,12173312,8.807880401611328
1767789428.5728111,12189696,8.229169845581055
1767789450.8957791,12206080,8.113409996032715
1767789472.924605,12222464,8.652440071105957
1767789495.377387,12238848,8.91504955291748
1767789517.2211788,12255232,8.758749961853027
1767789538.884901,12271616,8.274089813232422
1767789560.7221801,12288000,8.499090194702148
1767789582.1276429,12304384,8.88914966583252
1767789603.7526941,12320768,8.889650344848633
1767789625.789707,12337152,8.96537971496582
1767789647.428344,12353536,8.575149536132812
1767789670.280789,12369920,9.235770225524902
1767789692.235204,12386304,8.960590362548828
1767789714.191156,12402688,8.453660011291504
1767789736.441615,12419072,8.690750122070312
