#{"t_start": 1767636136.1692069, "env_id": "None"}
r,l,t
-53.2,194,2.205343
-129.607,191,2.956157
-83.556,202,3.77167
-70.562,214,4.623552
-106.132,198,5.515908
-66.425,182,6.287226
-25.068,199,7.231093
-36.385,171,8.011833
-60.947,176,8.797174
-71.214,181,9.614016
-39.861,179,38.064752
-81.511,170,49.923735
-147.781,191,52.389369
-110.44,181,54.721563
-65.796,148,56.647673
-70.49,160,58.725273
-64.124,159,60.852075
-79.543,154,62.759022
-129.718,192,65.29129
-83.905,174,67.350284
-105.17,166,69.696682
-138.707,184,71.977499
-66.807,170,99.840726
-94.429,165,102.332101
-65.436,191,104.777498
-94.022,181,107.226215
-53.695,192,109.657162
-156.254,205,112.255936
-105.537,171,114.255455
-181.167,184,116.668579
-77.503,166,118.789243
-124.719,192,121.20444
-180.366,199,123.769901
-134.069,170,151.48662
-126.252,171,154.028924
-109.243,184,156.536859
-103.045,171,158.732242
-131.312,203,161.390147
-193.635,161,163.641199
-75.258,170,165.500641
-111.679,192,167.934022
-128.442,179,170.218968
-170.382,182,172.543768
-68.668,171,174.605345
-37.111,166,176.639609
-106.471,192,204.723129
-125.965,194,207.249743
-93.681,201,209.809567
-78.338,254,212.912471
-53.679,160,214.77247
-95.728,197,217.240602
-136.568,195,219.768171
-89.546,176,221.903871
-63.158,147,223.626148
-91.142,220,226.385251
-73.799,193,228.64619
-47.737,168,256.252628
-62.634,167,258.513559
-161.991,215,261.220688
-107.037,170,263.22641
-152.997,192,265.491066
-112.972,188,267.780069
-111.095,201,270.233672
-44.231,170,272.325843
-118.573,178,274.263669
-54.865,187,276.431843
-88.935,172,278.464668
